Room,Month,RM ARR,RM NIGHTS,ROOM REV,ADR,,,,
506,February,13,21,"3,316.43",157.93,,,,
506,March,12,28,"4,147.99",148.14,,,,
506,April,18,25,"4,355.58",174.22,,,,
506,May,17,25,"4,546.33",181.85,,,,
506,June,13,22,"3,981.38",180.97,,,,
506,July,6,19,"3,233.74",170.2,,,,
506,August,13,25,"4,814.83",192.59,,,,
506,September,12,24,"4,998.97",208.29,,,,
506,October,14,22,"3,826.93",173.95,,,,
506,November,17,27,"4,678.39",173.27,,,,
506,December,14,19,"2,930.61",154.24,,,,
507,January,17,23,"2,917.92",126.87,,,,
507,February,14,26,"3,607.56",138.75,,,,
507,March,15,30,"3,891.51",129.72,,,,
507,April,8,29,"4,205.23",145.01,,,,
507,May,16,28,"4,498.14",160.65,,,,
507,June,13,27,"4,593.75",170.14,,,,
507,July,17,25,"3,938.00",157.52,,,,
507,August,16,26,"4,804.07",184.77,,,,
507,September,13,27,"4,026.38",149.13,,,,
507,October,17,31,"4,934.26",159.17,,,,
507,November,17,28,"3,696.47",132.02,,,,
507,December,18,25,"3,409.73",136.39,,,,
508,January,14,21,"2,733.02",130.14,,,,
508,February,13,19,"3,222.00",169.58,,,,
508,March,15,26,"3,792.80",145.88,,,,
508,April,17,26,"4,530.94",174.27,,,,
508,May,15,24,"4,178.51",174.1,,,,
508,June,15,25,"4,530.54",181.22,,,,
508,July,16,27,"4,287.27",158.79,,,,
508,August,11,25,"4,389.21",175.57,,,,
508,September,14,21,"3,933.90",187.33,,,,
508,October,14,22,"3,821.87",173.72,,,,
508,November,11,25,"3,849.58",153.98,,,,
508,December,10,15,"2,211.47",147.43,,,,
509,January,14,26,"3,045.27",117.13,,,,
509,February,10,19,"2,706.50",142.45,,,,
509,March,17,26,"3,412.29",131.24,,,,
509,April,13,25,"3,407.93",136.32,,,,
509,May,15,23,"4,052.90",176.21,,,,
509,June,13,23,"4,099.72",178.25,,,,
509,July,13,23,"3,064.40",133.23,,,,
509,August,13,21,"3,577.18",170.34,,,,
509,September,12,25,"4,028.85",161.15,,,,
509,October,16,31,"4,830.23",155.81,,,,
509,November,12,20,"2,933.36",146.67,,,,
509,December,8,16,"2,242.47",140.15,,,,
510,January,8,12,"1,756.80",146.4,,,,
510,February,10,18,"2,618.69",145.48,,,,
510,March,16,24,"4,171.26",173.8,,,,
510,April,13,26,"3,824.42",147.09,,,,
510,May,11,20,"4,442.14",222.11,,,,
510,June,14,23,"4,138.79",179.95,,,,
510,July,15,27,"4,366.57",161.72,,,,
510,August,12,24,"4,442.37",185.1,,,,
510,September,17,23,"4,552.81",197.95,,,,
510,October,14,24,"3,579.45",149.14,,,,
510,November,10,20,"2,983.95",149.2,,,,
510,December,11,17,"2,406.61",141.57,,,,
512,January,2,2,374.4,187.2,,,,
512,February,5,7,"1,123.30",160.47,,,,
512,March,8,15,"2,593.01",172.87,,,,
512,April,10,20,"3,607.63",180.38,,,,
512,May,8,15,"2,729.29",181.95,,,,
512,June,7,9,"2,119.75",235.53,,,,
512,July,7,13,"1,822.18",140.17,,,,
512,August,8,10,"2,111.88",211.19,,,,
